"","ZCTA5CE10","mean_nitrate","well_type","well_count"
"539","95932",0.260166666666667,"MUNICIPAL",18
"540","95932",0.522973684210526,"WATER SUPPLY, OTHER",76
"541","95645",0.975,"DOMESTIC",4
"542","95645",0.262,"IRRIGATION / INDUSTRIAL",1
"543","95645",1.915,"MONITORING",2
"544","95645",0.452909090909091,"MUNICIPAL",11
"545","95645",0.607879310344828,"WATER SUPPLY, OTHER",58
"546","94596",NA,NA,1
"547","94583",2.55071428571429,"WATER SUPPLY, OTHER",7
"548","94804",NA,NA,1
"549","94569",NA,NA,1
"550","95635",0.787727272727273,"DOMESTIC",11
"551","95635",1.03,"WATER SUPPLY, OTHER",2
"552","96142",0.264,"MUNICIPAL",6
"553","96142",0.082,"WATER SUPPLY, OTHER",6
"554","93660",0.623838709677419,"DOMESTIC",31
"555","93660",0.04,"IRRIGATION / INDUSTRIAL",1
"556","93660",0.4235,"MONITORING",2
"557","93660",0.3338,"MUNICIPAL",10
"558","93660",0.829887931034483,"WATER SUPPLY, OTHER",116
"559","93611",2.8,"DOMESTIC",1
"560","93611",3.65353333333333,"MUNICIPAL",15
"561","93611",1.3275,"WATER SUPPLY, OTHER",6
"562","93706",8.74325714285714,"DOMESTIC",175
"563","93706",9.53614285714286,"IRRIGATION / INDUSTRIAL",7
"564","93706",6.984,"MONITORING",5
"565","93706",5.23757692307692,"MUNICIPAL",78
"566","93706",5.84159124087591,"WATER SUPPLY, OTHER",137
"567","93618",11.9473153153153,"DOMESTIC",111
"568","93618",16.5375,"IRRIGATION / INDUSTRIAL",2
"569","93618",9.64,"MONITORING",1
"570","93618",7.55345454545455,"MUNICIPAL",55
"571","93618",8.4519375,"WATER SUPPLY, OTHER",32
"572","93622",4.895,"DOMESTIC",10
"573","93622",2.085,"IRRIGATION / INDUSTRIAL",4
"574","93622",27.18,"MONITORING",6
"575","93622",0.299583333333333,"MUNICIPAL",24
"576","93622",33.1742411347518,"WATER SUPPLY, OTHER",423
"577","93728",3.344,"MUNICIPAL",7
"578","93728",3.39614285714286,"WATER SUPPLY, OTHER",7
"579","93701",4.36942857142857,"MUNICIPAL",7
"580","93701",4.543,"WATER SUPPLY, OTHER",5
"581","93620",0.121863636363636,"DOMESTIC",22
"582","93620",0,"IRRIGATION / INDUSTRIAL",3
"583","93620",0.4269,"MUNICIPAL",10
"584","93620",6.18960975609756,"WATER SUPPLY, OTHER",123
"585","93656",2.23327777777778,"DOMESTIC",36
"586","93656",0,"IRRIGATION / INDUSTRIAL",3
"587","93656",8.2,"MONITORING",1
"588","93656",0.359888888888889,"MUNICIPAL",18
"589","93656",0.440121212121212,"WATER SUPPLY, OTHER",99
"590","93242",3.20411538461538,"DOMESTIC",26
"591","93242",3.4425,"IRRIGATION / INDUSTRIAL",2
"592","93242",2.667,"MONITORING",1
"593","93242",2.04653846153846,"MUNICIPAL",13
"594","93242",1.82636842105263,"WATER SUPPLY, OTHER",19
"595","95943",5.034,"IRRIGATION / INDUSTRIAL",2
"596","95943",1.465,"MONITORING",5
"597","95943",2.40316666666667,"MUNICIPAL",6
"598","95943",1.13780392156863,"WATER SUPPLY, OTHER",51
"599","95546",1.70666666666667,"WATER SUPPLY, OTHER",3
"600","95547",1.254,"MUNICIPAL",3
"601","95547",0.329,"WATER SUPPLY, OTHER",2
"602","95525",0.188,"IRRIGATION / INDUSTRIAL",1
"603","95525",0.031,"MUNICIPAL",2
"604","95525",0.103,"WATER SUPPLY, OTHER",2
"605","95570",1.35316666666667,"MUNICIPAL",24
"606","95570",1.452,"WATER SUPPLY, OTHER",5
"607","92266",0.092,"DOMESTIC",1
"608","92266",0.8665,"MUNICIPAL",8
"609","92266",4.36755555555556,"WATER SUPPLY, OTHER",9
"610","93513",0.051,"IRRIGATION / INDUSTRIAL",1
"611","93513",0.05975,"MONITORING",4
"612","93513",0.548885714285714,"MUNICIPAL",35
"613","93513",0.866611111111111,"WATER SUPPLY, OTHER",18
"614","92328",0.226777777777778,"MUNICIPAL",9
"615","92328",0.867941176470588,"WATER SUPPLY, OTHER",17
"616","93307",5.14407692307692,"DOMESTIC",13
"617","93307",6.04066666666667,"IRRIGATION / INDUSTRIAL",3
"618","93307",4.84294736842105,"MUNICIPAL",95
"619","93307",6.32097894736842,"WATER SUPPLY, OTHER",475
"620","93528",NA,NA,1
"621","93516",3.81066666666667,"MUNICIPAL",9
"622","93516",3.67822727272727,"WATER SUPPLY, OTHER",22
"623","93561",3.115,"DOMESTIC",2
"624","93561",4.3625,"IRRIGATION / INDUSTRIAL",4
"625","93561",3.96233846153846,"MUNICIPAL",130
"626","93561",3.6527191011236,"WATER SUPPLY, OTHER",89
"627","93224",NA,NA,1
"628","93461",6.63347826086957,"DOMESTIC",23
"629","93461",4.42288571428571,"IRRIGATION / INDUSTRIAL",35
"630","93461",3.34416666666667,"MUNICIPAL",6
"631","93461",3.79291228070175,"WATER SUPPLY, OTHER",57
"632","93276",0.6025,"WATER SUPPLY, OTHER",2
"633","93201",0.1505,"IRRIGATION / INDUSTRIAL",4
"634","93201",0.1222,"MUNICIPAL",5
"635","93201",4.65164864864865,"WATER SUPPLY, OTHER",37
"636","95467",0.2,"WATER SUPPLY, OTHER",1
"637","95461",0.713310344827586,"MUNICIPAL",29
"638","95461",0.648142857142857,"WATER SUPPLY, OTHER",14
"639","95453",0.3395,"IRRIGATION / INDUSTRIAL",2
"640","95453",1.47988461538462,"MUNICIPAL",26
"641","95453",1.38254901960784,"WATER SUPPLY, OTHER",51
"642","96119",3.34508333333333,"WATER SUPPLY, OTHER",12
"643","96113",2.0923,"MUNICIPAL",10
"644","96113",1.07338461538462,"WATER SUPPLY, OTHER",13
"645","96056",0.8795,"DOMESTIC",4
"646","96056",1.39483333333333,"MUNICIPAL",6
"647","96056",2.09847368421053,"WATER SUPPLY, OTHER",38
"648","91306",NA,NA,1
"649","91755",0.750833333333333,"WATER SUPPLY, OTHER",6
"650","90701",0.580833333333333,"MUNICIPAL",6
"651","90701",0.8752,"WATER SUPPLY, OTHER",5
"652","90241",14.1333333333333,"MONITORING",3
"653","90241",3.004,"MUNICIPAL",14
"654","90241",1.45895454545455,"WATER SUPPLY, OTHER",22
"655","90250",0.044625,"MONITORING",8
"656","90250",0.2286,"MUNICIPAL",10
"657","90250",0.11725,"WATER SUPPLY, OTHER",16
"658","90210",0.754125,"MUNICIPAL",8
"659","90210",0.923142857142857,"WATER SUPPLY, OTHER",7
"660","90004",0.95,"WATER SUPPLY, OTHER",1
"661","90013",NA,NA,1
"662","90069",1.564875,"WATER SUPPLY, OTHER",8
"663","91384",0.968147058823529,"MUNICIPAL",34
"664","91384",1.91997142857143,"WATER SUPPLY, OTHER",70
"665","90704",0.566944444444444,"MUNICIPAL",18
"666","90059",0,"MONITORING",4
"667","90059",0.29025,"MUNICIPAL",4
"668","90059",0.2058,"WATER SUPPLY, OTHER",10
"669","91601",3.468,"MUNICIPAL",2
"670","91601",5.27233333333333,"WATER SUPPLY, OTHER",3
"671","91352",5.63933333333333,"MUNICIPAL",12
"672","91352",1.81714285714286,"WATER SUPPLY, OTHER",14
"673","91311",1.52172222222222,"WATER SUPPLY, OTHER",18
"674","90068",1.585,"WATER SUPPLY, OTHER",1
"675","90744",0.0122222222222222,"MONITORING",9
"676","90744",0.251925373134328,"WATER SUPPLY, OTHER",67
"677","90023",2.6555,"MUNICIPAL",4
"678","90023",0.802529411764706,"WATER SUPPLY, OTHER",17
"679","90016",0.161166666666667,"MONITORING",6
"680","90016",0.36,"MUNICIPAL",1
"681","90016",0.3638,"WATER SUPPLY, OTHER",10
"682","90713",0.397076923076923,"MUNICIPAL",13
"683","90713",0.1419375,"WATER SUPPLY, OTHER",16
"684","90058",21.13178,"MONITORING",50
"685","90058",0.409909090909091,"MUNICIPAL",11
"686","90058",1.22345454545455,"WATER SUPPLY, OTHER",55
"687","91006",4.62466666666667,"MUNICIPAL",12
"688","91006",3.65361904761905,"WATER SUPPLY, OTHER",21
"689","90638",16.2536,"MONITORING",5
"690","90638",0.2312,"MUNICIPAL",5
"691","90638",0.42628,"WATER SUPPLY, OTHER",25
"692","90606",12.9698333333333,"MONITORING",12
"693","90606",2.87466666666667,"MUNICIPAL",9
"694","90606",2.52051851851852,"WATER SUPPLY, OTHER",27
"695","91016",7.76666666666667,"MUNICIPAL",12
"696","91016",4.83941666666667,"WATER SUPPLY, OTHER",12
"697","91008",4.427,"MUNICIPAL",1
"698","91759",0.193,"DOMESTIC",1
"699","91759",2.77523529411765,"MUNICIPAL",17
"700","91759",1.7,"WATER SUPPLY, OTHER",3
"701","90602",NA,NA,1
"702","91371",NA,NA,1
"703","93644",2.42703676470588,"MUNICIPAL",136
"704","93644",1.401,"WATER SUPPLY, OTHER",10
"705","93614",0.793,"DOMESTIC",1
"706","93614",0.658547619047619,"MUNICIPAL",84
"707","93614",0.856416666666667,"WATER SUPPLY, OTHER",12
"708","94970",1.0142,"MUNICIPAL",5
"709","94933",NA,NA,1
"710","95470",3.52,"DOMESTIC",1
"711","95470",0.175,"IRRIGATION / INDUSTRIAL",1
"712","95470",0.772636363636364,"MUNICIPAL",11
"713","95470",0.6675,"WATER SUPPLY, OTHER",6
"714","95427",0.194,"MUNICIPAL",1
"715","95460",0.919870588235294,"MUNICIPAL",85
"716","95460",2.78825,"WATER SUPPLY, OTHER",4
"717","95417",0.035,"WATER SUPPLY, OTHER",2
"718","95463",NA,NA,1
"719","96108",0.5,"MUNICIPAL",1
"720","96108",1.12369230769231,"WATER SUPPLY, OTHER",26
"721","93512",0.8112,"MUNICIPAL",5
"722","93512",0.6321,"WATER SUPPLY, OTHER",10
"723","93923",0.355,"DOMESTIC",2
"724","93923",0.5345,"MONITORING",6
"725","93923",0.613373493975904,"MUNICIPAL",83
"726","93923",0.272960526315789,"WATER SUPPLY, OTHER",76
"727","93901",11.8140833333333,"DOMESTIC",12
"728","93901",12.1396764705882,"IRRIGATION / INDUSTRIAL",34
"729","93901",6.275,"MONITORING",1
"730","93901",6.23326470588235,"MUNICIPAL",34
"731","93901",3.66113953488372,"WATER SUPPLY, OTHER",43
"732","93943",NA,NA,1
"733","94503",10.3,"DOMESTIC",1
"734","94503",0.671,"MUNICIPAL",1
"735","94503",8.4825,"WATER SUPPLY, OTHER",6
"736","94574",0.559666666666667,"DOMESTIC",3
"737","94574",0.081,"IRRIGATION / INDUSTRIAL",1
"738","94574",0.744905263157895,"MUNICIPAL",95
"739","94574",1.21816666666667,"WATER SUPPLY, OTHER",12
"740","94508",1.03410344827586,"MUNICIPAL",29
"741","92844",1.116,"MUNICIPAL",1
"742","92844",2.41966666666667,"WATER SUPPLY, OTHER",3
"743","92843",5.3975,"MUNICIPAL",4
"744","92843",3.18427777777778,"WATER SUPPLY, OTHER",18
"745","92602",1.23133333333333,"MUNICIPAL",3
"746","92602",3.2008,"WATER SUPPLY, OTHER",5
"747","92649",0.077,"MUNICIPAL",1
"748","92649",0.558850694444444,"WATER SUPPLY, OTHER",288
"749","92637",5,"WATER SUPPLY, OTHER",1
"750","92629",0.1792,"WATER SUPPLY, OTHER",5
"751","92692",0.763,"MUNICIPAL",1
"752","92692",0.3902,"WATER SUPPLY, OTHER",5
"753","92614",1.12371428571429,"MONITORING",14
"754","92614",6.72130769230769,"WATER SUPPLY, OTHER",13
"755","92870",2.0126,"MONITORING",5
"756","92870",2.92953333333333,"MUNICIPAL",15
"757","92870",3.8978,"WATER SUPPLY, OTHER",35
"758","92610",0.026,"MUNICIPAL",1
"759","92530",2.16684848484848,"MUNICIPAL",33
"760","92530",2.05984,"WATER SUPPLY, OTHER",50
"761","95648",4.56452,"DOMESTIC",25
"762","95648",3.27,"IRRIGATION / INDUSTRIAL",1
"763","95648",2.56176470588235,"MUNICIPAL",17
"764","95648",2.3112,"WATER SUPPLY, OTHER",25
"765","95765",6.0105,"MUNICIPAL",2
"766","95677",NA,NA,1
"767","95678",3.2974,"MUNICIPAL",5
"768","95678",1.19766666666667,"WATER SUPPLY, OTHER",3
"769","95736",NA,NA,1
"770","96122",0.365225806451613,"MUNICIPAL",31
"771","96122",0.21775,"WATER SUPPLY, OTHER",4
"772","96135",0.356666666666667,"MUNICIPAL",3
"773","96135",0.669857142857143,"WATER SUPPLY, OTHER",7
"774","95923",0.694,"MUNICIPAL",18
"775","95923",0.582666666666667,"WATER SUPPLY, OTHER",3
"776","95956",0.324818181818182,"MUNICIPAL",11
"777","95956",0.02,"WATER SUPPLY, OTHER",2
"778","92509",6.4358064516129,"MUNICIPAL",31
"779","92509",15.4946666666667,"WATER SUPPLY, OTHER",138
"780","92879",14.0028235294118,"MUNICIPAL",17
"781","92879",14.5050689655172,"WATER SUPPLY, OTHER",29
"782","92881",5.502,"MUNICIPAL",3
"783","92881",7.75207692307692,"WATER SUPPLY, OTHER",13
"784","92595",3.424,"MUNICIPAL",5
"785","92595",4.16654716981132,"WATER SUPPLY, OTHER",53
"786","92591",2.59007142857143,"MUNICIPAL",14
"787","92591",2.98414285714286,"WATER SUPPLY, OTHER",28
"788","92223",3.00483333333333,"MUNICIPAL",30
"789","92223",2.43607352941176,"WATER SUPPLY, OTHER",68
"790","92587",NA,NA,1
"791","92028",2.66,"DOMESTIC",1
"792","92028",7.10833333333333,"MONITORING",12
"793","92028",1.2178,"MUNICIPAL",5
"794","92028",3.57621428571429,"WATER SUPPLY, OTHER",98
"795","95818",0.0085,"WATER SUPPLY, OTHER",2
"796","95673",1.49,"DOMESTIC",1
"797","95673",0.06,"MONITORING",3
"798","95673",1.473,"MUNICIPAL",15
"799","95673",0.626769230769231,"WATER SUPPLY, OTHER",13
"800","95632",3.94525806451613,"DOMESTIC",31
"801","95632",1.09703703703704,"MUNICIPAL",27
"802","95632",1.41871428571429,"WATER SUPPLY, OTHER",35
"803","95680",0.3825,"MUNICIPAL",2
"804","95842",1.50885714285714,"MUNICIPAL",14
"805","95842",1.1175,"WATER SUPPLY, OTHER",2
"806","95841",1.06,"DOMESTIC",1
"807","95841",1.9855625,"MUNICIPAL",16
"808","95841",0.601666666666667,"WATER SUPPLY, OTHER",3
"809","95639",0.42925,"MUNICIPAL",4
"810","92345",6.70266666666667,"DOMESTIC",3
"811","92345",0.04,"MONITORING",1
"812","92345",1.14685714285714,"MUNICIPAL",35
"813","92345",3.417625,"WATER SUPPLY, OTHER",88
"814","92341",0.317227272727273,"MUNICIPAL",22
"815","92341",0.096,"WATER SUPPLY, OTHER",1
"816","91709",18.653,"MUNICIPAL",3
"817","91709",2.72676,"WATER SUPPLY, OTHER",25
"818","91761",11.57,"MONITORING",2
"819","91761",5.851,"MUNICIPAL",32
"820","91761",22.8654742268041,"WATER SUPPLY, OTHER",97
"821","91764",5.60822222222222,"MUNICIPAL",18
"822","91764",2.51969230769231,"WATER SUPPLY, OTHER",13
"823","91737",10.0126666666667,"MUNICIPAL",9
"824","91737",2.4942,"WATER SUPPLY, OTHER",5
"825","91708",30.9291176470588,"MUNICIPAL",17
"826","91708",4.0493,"WATER SUPPLY, OTHER",20
"827","92374",5.066,"MUNICIPAL",15
"828","92374",9.49309174311927,"WATER SUPPLY, OTHER",109
"829","92358",0.5186,"MUNICIPAL",10
"830","92358",0.3138,"WATER SUPPLY, OTHER",5
"831","92408",4.55477941176471,"MUNICIPAL",68
"832","92408",1.92230303030303,"WATER SUPPLY, OTHER",231
"833","92376",3.6648125,"MUNICIPAL",32
"834","92376",2.58051063829787,"WATER SUPPLY, OTHER",47
"835","92268",1.8,"MUNICIPAL",5
"836","92268",1.196125,"WATER SUPPLY, OTHER",8
"837","92040",5.4916,"MONITORING",10
"838","92040",5.103625,"MUNICIPAL",16
"839","92040",4.30496629213483,"WATER SUPPLY, OTHER",89
"840","92109",1.7665,"WATER SUPPLY, OTHER",2
"841","92116",1.85,"WATER SUPPLY, OTHER",1
"842","92117",NA,NA,1
"843","91910",0.312333333333333,"MUNICIPAL",6
"844","91910",2.70422222222222,"WATER SUPPLY, OTHER",9
"845","92026",6.22175,"WATER SUPPLY, OTHER",16
"846","91934",1.84,"MONITORING",1
"847","91934",0.6066,"MUNICIPAL",10
"848","91934",2.73746666666667,"WATER SUPPLY, OTHER",15
"849","92003",2.71,"WATER SUPPLY, OTHER",35
"850","92102",0.316428571428571,"WATER SUPPLY, OTHER",7
"851","92056",0.684888888888889,"WATER SUPPLY, OTHER",9
"852","92054",1.50172727272727,"WATER SUPPLY, OTHER",11
"853","92140",NA,NA,1
"854","92060",0.7751,"MUNICIPAL",20
"855","92060",0.3653,"WATER SUPPLY, OTHER",20
"856","92055",0.761631578947368,"MUNICIPAL",19
"857","92055",2.31983333333333,"WATER SUPPLY, OTHER",48
"858","94114",7.068,"WATER SUPPLY, OTHER",1
"859","94110",3.949,"WATER SUPPLY, OTHER",2
"860","95304",6.13531111111111,"DOMESTIC",45
"861","95304",3.49568831168831,"MUNICIPAL",77
"862","95304",3.70838547486034,"WATER SUPPLY, OTHER",179
"863","95205",4.67333333333333,"DOMESTIC",3
"864","95205",0.84,"MONITORING",3
"865","95205",3.232125,"MUNICIPAL",48
"866","95205",1.35275609756098,"WATER SUPPLY, OTHER",41
"867","95361",4.00825675675676,"DOMESTIC",74
"868","95361",3.54870731707317,"MUNICIPAL",82
"869","95361",2.54209259259259,"WATER SUPPLY, OTHER",54
"870","93420",9.53523809523809,"DOMESTIC",63
"871","93420",11.0337058823529,"IRRIGATION / INDUSTRIAL",85
"872","93420",0.693333333333333,"MONITORING",3
"873","93420",3.7685421686747,"MUNICIPAL",83
"874","93420",6.22357024793388,"WATER SUPPLY, OTHER",121
"875","93428",0.3875,"DOMESTIC",4
"876","93428",0.340625,"IRRIGATION / INDUSTRIAL",8
"877","93428",0.85625,"MONITORING",4
"878","93428",1.30971428571429,"MUNICIPAL",7
"879","93428",1.83078571428571,"WATER SUPPLY, OTHER",28
"880","94010",NA,NA,1
"881","94015",7.81733333333333,"MUNICIPAL",6
"882","94015",6.66925,"WATER SUPPLY, OTHER",4
"883","94038",0.2065,"MUNICIPAL",4
"884","94038",0.07,"WATER SUPPLY, OTHER",1
"885","94020",0.404818181818182,"MUNICIPAL",11
"886","94020",0.032,"WATER SUPPLY, OTHER",1
"887","93103",0.227,"MONITORING",1
"888","93103",1.243,"MUNICIPAL",3
"889","93103",0.713047619047619,"WATER SUPPLY, OTHER",21
"890","93013",1.375,"DOMESTIC",3
"891","93013",8.69536170212766,"IRRIGATION / INDUSTRIAL",47
"892","93013",3.205,"MONITORING",1
"893","93013",2.74877777777778,"MUNICIPAL",9
"894","93013",4.77796052631579,"WATER SUPPLY, OTHER",76
"895","93460",1.8852380952381,"DOMESTIC",21
"896","93460",1.97318181818182,"IRRIGATION / INDUSTRIAL",22
"897","93460",3.07733333333333,"MONITORING",3
"898","93460",1.825578125,"MUNICIPAL",64
"899","93460",1.6916,"WATER SUPPLY, OTHER",70
"900","94085",1.428,"MUNICIPAL",1
"901","94085",2.50577777777778,"WATER SUPPLY, OTHER",9
"902","95148",2.2942,"WATER SUPPLY, OTHER",5
"903","95127",2.51814285714286,"MUNICIPAL",7
"904","95127",1.25,"WATER SUPPLY, OTHER",2
"905","95119",2.524,"MUNICIPAL",5
"906","95119",2.76666666666667,"WATER SUPPLY, OTHER",3
"907","95014",2.23,"DOMESTIC",1
"908","95014",3.40081818181818,"MUNICIPAL",11
"909","95014",3.814,"WATER SUPPLY, OTHER",10
"910","94043",3.57683333333333,"MUNICIPAL",6
"911","94043",3.95112,"WATER SUPPLY, OTHER",25
"912","95129",5.112,"MUNICIPAL",3
"913","95129",4.41,"WATER SUPPLY, OTHER",4
"914","95128",0.966352941176471,"MUNICIPAL",17
"915","95128",1.46685714285714,"WATER SUPPLY, OTHER",14
"916","95117",3.56484210526316,"MUNICIPAL",19
"917","95117",4.91352631578947,"WATER SUPPLY, OTHER",19
"918","95007",NA,NA,1
"919","96003",1.4485,"DOMESTIC",2
"920","96003",0.562666666666667,"MUNICIPAL",18
"921","96003",0.429627450980392,"WATER SUPPLY, OTHER",51
"922","96125",0.3715,"MUNICIPAL",26
"923","96124",0.358571428571429,"MUNICIPAL",7
"924","96124",1.2966,"WATER SUPPLY, OTHER",10
"925","96086",0.0795,"MUNICIPAL",2
"926","96067",0.557766666666667,"MUNICIPAL",30
"927","96067",0.2735,"WATER SUPPLY, OTHER",8
"928","95403",0.038,"DOMESTIC",1
"929","95403",0.88276,"MUNICIPAL",25
"930","95403",1.89222222222222,"WATER SUPPLY, OTHER",9
"931","95409",0.382,"DOMESTIC",1
"932","95409",1.37438888888889,"MUNICIPAL",18
"933","95409",0.269666666666667,"WATER SUPPLY, OTHER",3
"934","95439",0.455666666666667,"MUNICIPAL",3
"935","95431",NA,NA,1
"936","95486",NA,NA,1
"937","95326",10.7611428571429,"DOMESTIC",63
"938","95326",6.27359375,"MUNICIPAL",32
"939","95326",5.14492307692308,"WATER SUPPLY, OTHER",13
"940","95354",7.1,"DOMESTIC",1
"941","95354",4.82038461538462,"MUNICIPAL",26
"942","95354",2.5465,"WATER SUPPLY, OTHER",26
"943","96035",1.619,"DOMESTIC",11
"944","96035",0.363333333333333,"MONITORING",3
"945","96035",2.67045454545455,"MUNICIPAL",11
"946","96035",1.83791304347826,"WATER SUPPLY, OTHER",46
"947","93261",9.6589,"MUNICIPAL",10
"948","93261",1.714625,"WATER SUPPLY, OTHER",8
"949","93615",19.4033333333333,"DOMESTIC",15
"950","93615",7.49541666666667,"MUNICIPAL",12
"951","93615",6.78144444444444,"WATER SUPPLY, OTHER",9
"952","93265",6.53885714285714,"DOMESTIC",21
"953","93265",3.51129333333333,"MUNICIPAL",75
"954","93265",3.332125,"WATER SUPPLY, OTHER",16
"955","93673",6.921125,"MUNICIPAL",8
"956","93673",3.669,"WATER SUPPLY, OTHER",5
"957","93221",10.2008571428571,"DOMESTIC",35
"958","93221",16.4943333333333,"IRRIGATION / INDUSTRIAL",3
"959","93221",5.53890322580645,"MUNICIPAL",31
"960","93221",4.92848936170213,"WATER SUPPLY, OTHER",47
"961","93223",0.895555555555556,"MUNICIPAL",9
"962","93223",0.5125,"WATER SUPPLY, OTHER",4
"963","93258",NA,NA,1
"964","93010",0.06,"IRRIGATION / INDUSTRIAL",1
"965","93010",1.17372222222222,"MUNICIPAL",18
"966","93010",2.43003174603175,"WATER SUPPLY, OTHER",126
"967","93015",2.3675,"IRRIGATION / INDUSTRIAL",2
"968","93015",3.589,"MUNICIPAL",19
"969","93015",5.32721719457014,"WATER SUPPLY, OTHER",221
"970","93033",0.0595,"IRRIGATION / INDUSTRIAL",2
"971","93033",0.0565,"MONITORING",2
"972","93033",0.259666666666667,"MUNICIPAL",15
"973","93033",0.769108474576271,"WATER SUPPLY, OTHER",295
"974","93030",4.54086363636364,"MUNICIPAL",22
"975","93030",3.62923684210526,"WATER SUPPLY, OTHER",76
"976","93064",0.248,"WATER SUPPLY, OTHER",5
"977","95606",1.87333333333333,"DOMESTIC",3
"978","95606",1.97342857142857,"WATER SUPPLY, OTHER",7
"979","95605",NA,NA,1
"980","95925",0.0333333333333333,"DOMESTIC",3
"981","95925",0.27875,"MUNICIPAL",4
"982","95925",0.0393333333333333,"WATER SUPPLY, OTHER",3
"983","94605",NA,NA,1
"984","94502",0.0243333333333333,"WATER SUPPLY, OTHER",3
"985","94709",NA,NA,1
"986","94536",0.990666666666667,"MUNICIPAL",15
"987","94536",2.40353846153846,"WATER SUPPLY, OTHER",26
"988","94538",2.64,"IRRIGATION / INDUSTRIAL",1
"989","94538",0.9525,"MONITORING",4
"990","94538",1.57858333333333,"MUNICIPAL",12
"991","94538",3.76625,"WATER SUPPLY, OTHER",20
"992","94541",0.047,"IRRIGATION / INDUSTRIAL",1
"993","94541",8.4365,"WATER SUPPLY, OTHER",2
"994","94546",NA,NA,1
"995","94505",0.884833333333333,"MUNICIPAL",12
"996","94505",2.48625,"WATER SUPPLY, OTHER",8
"997","95640",3.34,"DOMESTIC",4
"998","95640",0.04,"IRRIGATION / INDUSTRIAL",1
"999","95640",0.917333333333333,"MUNICIPAL",12
"1000","95640",1.9164,"WATER SUPPLY, OTHER",20
"1001","95629",1.305,"DOMESTIC",2
"1002","95629",0.857333333333333,"MUNICIPAL",3
"1003","95917",1.495,"DOMESTIC",2
"1004","95917",0.471,"MONITORING",1
"1005","95917",1.44925,"MUNICIPAL",4
"1006","95917",2.06227586206897,"WATER SUPPLY, OTHER",29
"1007","95222",1.06046153846154,"MUNICIPAL",13
"1008","95222",0.282,"WATER SUPPLY, OTHER",1
"1009","95226",NA,NA,1
"1010","94598",0.7424,"MUNICIPAL",5
"1011","94523",0.109,"WATER SUPPLY, OTHER",2
"1012","94597",NA,NA,1
"1013","95219",4.295,"DOMESTIC",1
"1014","95219",1.1518,"MUNICIPAL",10
"1015","95219",1.02840425531915,"WATER SUPPLY, OTHER",47
"1016","94547",NA,NA,1
"1017","94850",NA,NA,1
"1018","93640",0.04,"MONITORING",3
"1019","93640",0.604055555555556,"MUNICIPAL",18
"1020","93640",13.0275380116959,"WATER SUPPLY, OTHER",171
"1021","93609",5.55334210526316,"DOMESTIC",76
"1022","93609",1.848,"IRRIGATION / INDUSTRIAL",1
"1023","93609",9.2665,"MONITORING",2
"1024","93609",3.08942105263158,"MUNICIPAL",19
"1025","93609",4.47740625,"WATER SUPPLY, OTHER",32
"1026","93619",8.20754545454546,"DOMESTIC",11
"1027","93619",2.3,"IRRIGATION / INDUSTRIAL",1
"1028","93619",4.43323809523809,"MUNICIPAL",21
"1029","93619",4.45083333333333,"WATER SUPPLY, OTHER",18
"1030","93634",0.567057692307692,"MUNICIPAL",52
"1031","93721",4.416,"MUNICIPAL",3
"1032","93721",4.53666666666667,"WATER SUPPLY, OTHER",12
"1033","93675",6.04657142857143,"MUNICIPAL",7
"1034","93675",4.28538461538462,"WATER SUPPLY, OTHER",26
"1035","93641",0.494666666666667,"MUNICIPAL",12
"1036","93641",0.573,"WATER SUPPLY, OTHER",4
"1037","93633",0.252,"MUNICIPAL",4
"1038","95963",1.31,"DOMESTIC",3
"1039","95963",1.788,"MONITORING",2
"1040","95963",3.18886363636364,"MUNICIPAL",44
"1041","95963",3.06505376344086,"WATER SUPPLY, OTHER",186
"1042","95951",2.64775,"MUNICIPAL",4
"1043","95951",1.5304,"WATER SUPPLY, OTHER",15
"1044","95536",3.06,"DOMESTIC",1
"1045","95536",0.56,"MUNICIPAL",9
"1046","95536",0.775818181818182,"WATER SUPPLY, OTHER",22
"1047","95545",NA,NA,1
"1048","95558",0.2987,"MUNICIPAL",10
"1049","92257",0.93,"MUNICIPAL",1
"1050","92257",0.364363636363636,"WATER SUPPLY, OTHER",22
"1051","92251",10.7422222222222,"WATER SUPPLY, OTHER",9
"1052","92250",0.195,"MUNICIPAL",4
"1053","92250",0.650163265306122,"WATER SUPPLY, OTHER",49
"1054","92222",0.025,"WATER SUPPLY, OTHER",1
"1055","93549",0.142,"DOMESTIC",1
"1056","93549",0.102,"IRRIGATION / INDUSTRIAL",1
"1057","93549",1.461375,"MUNICIPAL",16
"1058","93549",0.553285714285714,"WATER SUPPLY, OTHER",14
"1059","93522",1.525,"WATER SUPPLY, OTHER",2
"1060","93203",6.52818181818182,"DOMESTIC",11
"1061","93203",7.748,"IRRIGATION / INDUSTRIAL",6
"1062","93203",5.90315555555556,"MUNICIPAL",45
"1063","93203",4.8784404536862,"WATER SUPPLY, OTHER",529
"1064","93523",0.95225,"MUNICIPAL",20
"1065","93523",0.746,"WATER SUPPLY, OTHER",67
"1066","93505",0.605555555555556,"MUNICIPAL",9
"1067","93505",0.484666666666667,"WATER SUPPLY, OTHER",21
"1068","93263",4.32573076923077,"DOMESTIC",26
"1069","93263",7.286,"IRRIGATION / INDUSTRIAL",3
